LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PI
1709872316.303748,744224.000,56165,3,PI,1,100,179122
1709872316.343747,744264.000,56182,2,PI,1,100,179109
1709872316.383746,744304.000,56182,2,PI,1,100,179097
1709872316.423746,744344.000,56196,3,PI,1,100,179103
1709872316.463745,744384.000,56196,3,PI,1,100,179099
1709872316.503744,744424.000,56196,3,PI,1,100,179094
1709872316.543743,744464.000,56216,3,PI,1,100,179086
1709872316.583743,744504.000,56216,3,PI,1,100,179097
1709872316.623742,744544.000,56216,3,PI,1,100,179123
1709872316.663741,744584.000,56232,2,PI,1,100,179109
1709872316.703741,744624.000,56232,2,PI,1,100,179115
1709872316.743740,744664.000,56249,3,PI,1,100,179114
1709872316.783739,744704.000,56249,3,PI,1,100,179098
1709872316.823738,744744.000,56249,3,PI,1,100,179102
1709872316.863738,744784.000,56266,2,PI,1,100,179109
1709872316.903737,744824.000,56266,2,PI,1,100,179081
1709872316.943736,744864.000,56283,3,PI,1,100,179112
1709872316.983736,744904.000,56283,3,PI,1,100,179124
1709872317.023735,744944.000,56283,3,PI,1,100,179120
1709872317.063734,744984.000,56299,2,PI,1,100,179105
1709872317.103733,745024.000,56299,2,PI,1,100,179097
1709872317.143733,745064.000,56316,3,PI,1,100,179106
1709872317.183732,745104.000,56316,3,PI,1,100,179109
1709872317.223731,745144.000,56316,3,PI,1,100,179104
1709872317.263731,745184.000,56332,2,PI,1,100,179093
1709872317.303730,745224.000,56332,2,PI,1,100,179109
1709872317.343729,745264.000,56348,3,PI,1,100,179105
1709872317.383728,745304.000,56348,3,PI,1,100,179112
1709872317.423728,745344.000,56348,3,PI,1,100,179103
1709872317.463727,745384.000,56364,2,PI,1,100,179098
1709872317.503726,745424.000,56364,2,PI,1,100,179111
1709872317.543725,745464.000,56382,3,PI,1,100,179118
1709872317.583725,745504.000,56382,3,PI,1,100,179120
1709872317.623724,745544.000,56382,3,PI,1,100,179144
1709872317.663723,745584.000,56398,2,PI,1,100,179122
1709872317.703722,745624.000,56398,2,PI,1,100,179129
1709872317.743722,745664.000,56413,3,PI,1,100,179126
1709872317.783721,745704.000,56413,3,PI,1,100,179121
1709872317.823720,745744.000,56413,3,PI,1,100,179110
1709872317.863720,745784.000,56430,3,PI,1,100,179107
1709872317.903719,745824.000,56430,3,PI,1,100,179123
1709872317.943718,745864.000,56430,3,PI,1,100,179109
1709872317.983717,745904.000,56447,2,PI,1,100,179098
1709872318.023717,745944.000,56447,2,PI,1,100,179105
1709872318.063716,745984.000,56463,3,PI,1,100,179120
1709872318.103715,746024.000,56463,3,PI,1,100,179125
1709872318.143715,746064.000,56463,3,PI,1,100,179119
1709872318.183714,746104.000,56481,2,PI,1,100,179106
1709872318.223713,746144.000,56481,2,PI,1,100,179105
1709872318.263712,746184.000,56497,3,PI,1,100,179119
1709872318.303712,746224.000,56497,3,PI,1,100,179123
1709872318.343711,746264.000,56497,3,PI,1,100,179126
1709872318.383710,746304.000,56514,2,PI,1,100,179116
1709872318.423710,746344.000,56514,2,PI,1,100,179118
1709872318.463709,746384.000,56530,3,PI,1,100,179116
1709872318.503708,746424.000,56530,3,PI,1,100,179082
1709872318.543708,746464.000,56530,3,PI,1,100,179094
1709872318.583707,746504.000,56546,2,PI,1,100,179100
1709872318.623706,746544.000,56546,2,PI,1,100,179105
1709872318.663705,746584.000,56562,3,PI,1,100,179082
1709872318.703705,746624.000,56562,3,PI,1,100,179087
1709872318.743704,746664.000,56562,3,PI,1,100,179108
1709872318.783703,746704.000,56584,3,PI,1,100,179108
1709872318.823703,746744.000,56584,3,PI,1,100,179107
1709872318.863702,746784.000,56584,3,PI,1,100,179100
1709872318.903701,746824.000,56601,4,PI,1,100,179080
1709872318.943700,746864.000,56601,4,PI,1,100,179098
1709872318.983700,746904.000,56601,4,PI,1,100,179099
1709872319.023699,746944.000,56601,4,PI,1,100,179112
1709872319.063698,746984.000,56618,3,PI,1,100,179099
1709872319.103698,747024.000,56618,3,PI,1,100,179119
1709872319.143697,747064.000,56618,3,PI,1,100,179107
1709872319.183696,747104.000,56635,2,PI,1,100,179092
1709872319.223695,747144.000,56635,2,PI,1,100,179101
1709872319.263695,747184.000,56654,3,PI,1,100,179096
1709872319.303694,747224.000,56654,3,PI,1,100,179087
1709872319.343693,747264.000,56654,3,PI,1,100,179107
1709872319.383693,747304.000,56668,2,PI,1,100,179094
1709872319.423692,747344.000,56668,2,PI,1,100,179094
1709872319.463691,747384.000,56685,3,PI,1,100,179113
1709872319.503690,747424.000,56685,3,PI,1,100,179111
1709872319.543689,747464.000,56685,3,PI,1,100,179121
1709872319.583689,747504.000,56702,3,PI,1,100,179094
1709872319.623688,747544.000,56702,3,PI,1,100,179110
1709872319.663687,747584.000,56702,3,PI,1,100,179105
1709872319.703687,747624.000,56719,2,PI,1,100,179106
1709872319.743686,747664.000,56719,2,PI,1,100,179109
1709872319.790185,747710.500,56736,2,PI,1,100,179084
1709872319.836684,747757.000,56736,2,PI,1,100,179056
1709872319.876683,747797.000,56755,3,PI,1,100,179057
1709872319.916683,747837.000,56755,3,PI,1,100,179057
1709872319.956682,747877.000,56755,3,PI,1,100,179039
1709872319.996681,747917.000,56771,2,PI,1,100,179034
1709872320.036681,747957.000,56771,2,PI,1,100,179046
1709872320.076680,747997.000,56788,3,PI,1,100,179060
1709872320.116679,748037.000,56788,3,PI,1,100,179021
1709872320.156679,748077.000,56788,3,PI,1,100,179045
1709872320.196678,748117.000,56805,2,PI,1,100,179032
1709872320.236677,748157.000,56805,2,PI,1,100,179048
1709872320.276676,748197.000,56826,3,PI,1,100,179053
1709872320.316676,748237.000,56826,3,PI,1,100,179064
1709872320.356675,748277.000,56826,3,PI,1,100,179061
1709872320.396674,748317.000,56842,3,PI,1,100,179065
1709872320.436674,748357.000,56842,3,PI,1,100,179067
1709872320.476673,748397.000,56842,3,PI,1,100,179071
1709872320.516672,748437.000,56860,2,PI,1,100,179043
1709872320.556671,748477.000,56860,2,PI,1,100,179060
1709872320.596671,748517.000,56876,3,PI,1,100,179040
1709872320.636670,748557.000,56876,3,PI,1,100,179047
1709872320.676669,748597.000,56876,3,PI,1,100,179039
1709872320.716669,748637.000,56891,2,PI,1,100,179060
1709872320.756668,748677.000,56891,2,PI,1,100,179055
1709872320.796667,748717.000,56907,3,PI,1,100,179069
1709872320.836666,748757.000,56907,3,PI,1,100,179056
1709872320.876666,748797.000,56907,3,PI,1,100,179063
1709872320.916665,748837.000,56925,2,PI,1,100,179057
1709872320.956664,748877.000,56925,2,PI,1,100,179072
1709872320.996664,748917.000,56941,3,PI,1,100,179057
1709872321.036663,748957.000,56941,3,PI,1,100,179056
1709872321.076662,748997.000,56941,3,PI,1,100,179051
1709872321.116661,749037.000,56958,2,PI,1,100,179041
1709872321.156661,749077.000,56958,2,PI,1,100,179051
1709872321.196660,749117.000,56975,3,PI,1,100,179051
1709872321.236659,749157.000,56975,3,PI,1,100,179056
1709872321.276659,749197.000,56975,3,PI,1,100,179054
1709872321.316658,749237.000,56992,2,PI,1,100,179047
1709872321.356657,749277.000,56992,2,PI,1,100,179048
1709872321.396656,749317.000,57008,3,PI,1,100,179040
1709872321.436656,749357.000,57008,3,PI,1,100,179039
1709872321.476655,749397.000,57008,3,PI,1,100,179049
1709872321.516654,749437.000,57024,2,PI,1,100,179051
1709872321.556653,749477.000,57024,2,PI,1,100,179053
1709872321.596653,749517.000,57040,3,PI,1,100,179044
1709872321.636652,749557.000,57040,3,PI,1,100,179044
1709872321.676651,749597.000,57040,3,PI,1,100,179050
1709872321.716650,749637.000,57059,2,PI,1,100,179043
1709872321.756650,749677.000,57059,2,PI,1,100,179042
1709872321.796649,749717.000,57075,3,PI,1,100,179046
1709872321.836648,749757.000,57075,3,PI,1,100,179034
1709872321.876648,749797.000,57075,3,PI,1,100,179031
1709872321.916647,749837.000,57092,3,PI,1,100,179040
1709872321.956646,749877.000,57092,3,PI,1,100,179061
1709872321.996646,749917.000,57092,3,PI,1,100,179038
1709872322.036645,749957.000,57107,2,PI,1,100,179055
1709872322.076644,749997.000,57107,2,PI,1,100,179041
1709872322.116643,750037.000,57124,3,PI,1,100,179022
1709872322.156643,750077.000,57124,3,PI,1,100,179030
1709872322.196642,750117.000,57124,3,PI,1,100,179053
1709872322.236641,750157.000,57143,2,PI,1,100,179051
1709872322.276641,750197.000,57143,2,PI,1,100,179037
1709872322.316640,750237.000,57160,3,PI,1,100,179044
1709872322.356639,750277.000,57160,3,PI,1,100,179064
1709872322.396638,750317.000,57160,3,PI,1,100,179036
1709872322.436638,750357.000,57174,2,PI,1,100,179046
1709872322.476637,750397.000,57174,2,PI,1,100,179021
1709872322.516636,750437.000,57192,3,PI,1,100,179012
1709872322.556636,750477.000,57192,3,PI,1,100,179021
1709872322.596635,750517.000,57192,3,PI,1,100,179021
1709872322.636634,750557.000,57210,2,PI,1,100,179006
1709872322.676633,750597.000,57210,2,PI,1,100,179021
1709872322.716633,750637.000,57227,3,PI,1,100,179015
1709872322.756632,750677.000,57227,3,PI,1,100,179030
1709872322.796631,750717.000,57227,3,PI,1,100,179027
1709872322.836631,750757.000,57242,2,PI,1,100,179018
1709872322.876630,750797.000,57242,2,PI,1,100,179037
1709872322.916629,750837.000,57259,3,PI,1,100,179032
1709872322.956628,750877.000,57259,3,PI,1,100,179039
