LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AY
1701221189.389129,2346644.000,57860,3,AY,1,100,-0.021
1701221189.429121,2346684.000,57860,3,AY,1,100,-0.023
1701221189.469113,2346724.000,57880,2,AY,1,100,-0.016
1701221189.509105,2346764.000,57880,2,AY,1,100,-0.018
1701221189.549097,2346804.000,57896,3,AY,1,100,-0.015
1701221189.589089,2346844.000,57896,3,AY,1,100,-0.020
1701221189.629081,2346884.000,57896,3,AY,1,100,-0.021
1701221189.669073,2346924.000,57913,3,AY,1,100,-0.014
1701221189.709065,2346964.000,57913,3,AY,1,100,-0.022
1701221189.749057,2347004.000,57913,3,AY,1,100,-0.015
1701221189.789049,2347044.000,57928,2,AY,1,100,-0.013
1701221189.829041,2347084.000,57928,2,AY,1,100,-0.013
1701221189.864701,2347119.667,57945,3,AY,1,100,-0.014
1701221189.900360,2347155.333,57945,3,AY,1,100,-0.018
1701221189.936020,2347191.000,57945,3,AY,1,100,-0.016
1701221189.976012,2347231.000,57961,3,AY,1,100,-0.019
1701221190.016004,2347271.000,57961,3,AY,1,100,-0.022
1701221190.055996,2347311.000,57961,3,AY,1,100,-0.014
1701221190.095988,2347351.000,57984,3,AY,1,100,-0.023
1701221190.135980,2347391.000,57984,3,AY,1,100,-0.018
1701221190.175972,2347431.000,57984,3,AY,1,100,-0.015
1701221190.215964,2347471.000,58000,3,AY,1,100,-0.018
1701221190.255956,2347511.000,58000,3,AY,1,100,-0.016
1701221190.295948,2347551.000,58000,3,AY,1,100,-0.021
1701221190.335940,2347591.000,58017,2,AY,1,100,-0.020
1701221190.375932,2347631.000,58017,2,AY,1,100,-0.020
1701221190.415924,2347671.000,58031,3,AY,1,100,-0.017
1701221190.455916,2347711.000,58031,3,AY,1,100,-0.015
1701221190.495908,2347751.000,58031,3,AY,1,100,-0.016
1701221190.535900,2347791.000,58049,2,AY,1,100,-0.021
1701221190.575892,2347831.000,58049,2,AY,1,100,-0.017
1701221190.615884,2347871.000,58065,3,AY,1,100,-0.021
1701221190.655876,2347911.000,58065,3,AY,1,100,-0.015
1701221190.695868,2347951.000,58065,3,AY,1,100,-0.021
1701221190.735860,2347991.000,58084,2,AY,1,100,-0.017
1701221190.775852,2348031.000,58084,2,AY,1,100,-0.018
1701221190.815844,2348071.000,58099,3,AY,1,100,-0.021
1701221190.855836,2348111.000,58099,3,AY,1,100,-0.018
1701221190.895828,2348151.000,58099,3,AY,1,100,-0.019
1701221190.935820,2348191.000,58116,2,AY,1,100,-0.015
1701221190.975812,2348231.000,58116,2,AY,1,100,-0.016
1701221191.015804,2348271.000,58132,3,AY,1,100,-0.013
1701221191.055796,2348311.000,58132,3,AY,1,100,-0.019
1701221191.095788,2348351.000,58132,3,AY,1,100,-0.015
1701221191.135780,2348391.000,58150,2,AY,1,100,-0.014
1701221191.175772,2348431.000,58150,2,AY,1,100,-0.018
1701221191.215764,2348471.000,58164,3,AY,1,100,-0.014
1701221191.255756,2348511.000,58164,3,AY,1,100,-0.017
1701221191.295748,2348551.000,58164,3,AY,1,100,-0.016
1701221191.335740,2348591.000,58181,2,AY,1,100,-0.016
1701221191.375732,2348631.000,58181,2,AY,1,100,-0.019
1701221191.415725,2348671.000,58197,3,AY,1,100,-0.015
1701221191.455716,2348711.000,58197,3,AY,1,100,-0.019
1701221191.495708,2348751.000,58197,3,AY,1,100,-0.018
1701221191.535701,2348791.000,58215,2,AY,1,100,-0.017
1701221191.575692,2348831.000,58215,2,AY,1,100,-0.012
1701221191.615685,2348871.000,58229,3,AY,1,100,-0.017
1701221191.655676,2348911.000,58229,3,AY,1,100,-0.018
1701221191.695668,2348951.000,58229,3,AY,1,100,-0.017
1701221191.735661,2348991.000,58246,3,AY,1,100,-0.016
1701221191.775652,2349031.000,58246,3,AY,1,100,-0.021
1701221191.815645,2349071.000,58246,3,AY,1,100,-0.017
1701221191.855637,2349111.000,58263,2,AY,1,100,-0.018
1701221191.895628,2349151.000,58263,2,AY,1,100,-0.019
1701221191.930955,2349186.333,58280,3,AY,1,100,-0.021
1701221191.966281,2349221.667,58280,3,AY,1,100,-0.016
1701221192.001607,2349257.000,58280,3,AY,1,100,-0.014
1701221192.041599,2349297.000,58296,3,AY,1,100,-0.016
1701221192.081591,2349337.000,58296,3,AY,1,100,-0.015
1701221192.121583,2349377.000,58296,3,AY,1,100,-0.019
1701221192.161575,2349417.000,58313,3,AY,1,100,-0.018
1701221192.201567,2349457.000,58313,3,AY,1,100,-0.022
1701221192.241560,2349497.000,58313,3,AY,1,100,-0.013
1701221192.281551,2349537.000,58330,2,AY,1,100,-0.017
1701221192.321543,2349577.000,58330,2,AY,1,100,-0.010
1701221192.361536,2349617.000,58349,3,AY,1,100,-0.021
1701221192.401527,2349657.000,58349,3,AY,1,100,-0.021
1701221192.441519,2349697.000,58349,3,AY,1,100,-0.017
1701221192.481512,2349737.000,58366,2,AY,1,100,-0.016
1701221192.521503,2349777.000,58366,2,AY,1,100,-0.021
1701221192.561496,2349817.000,58383,3,AY,1,100,-0.015
1701221192.601488,2349857.000,58383,3,AY,1,100,-0.012
1701221192.641479,2349897.000,58383,3,AY,1,100,-0.021
1701221192.681472,2349937.000,58397,2,AY,1,100,-0.015
1701221192.721464,2349977.000,58397,2,AY,1,100,-0.018
1701221192.761456,2350017.000,58415,3,AY,1,100,-0.016
1701221192.801448,2350057.000,58415,3,AY,1,100,-0.013
1701221192.841440,2350097.000,58415,3,AY,1,100,-0.018
1701221192.881432,2350137.000,58433,3,AY,1,100,-0.015
1701221192.921424,2350177.000,58433,3,AY,1,100,-0.022
1701221192.961416,2350217.000,58433,3,AY,1,100,-0.018
1701221193.001408,2350257.000,58450,2,AY,1,100,-0.022
1701221193.041400,2350297.000,58450,2,AY,1,100,-0.015
1701221193.081392,2350337.000,58464,3,AY,1,100,-0.017
1701221193.121384,2350377.000,58464,3,AY,1,100,-0.020
1701221193.161376,2350417.000,58464,3,AY,1,100,-0.020
1701221193.201368,2350457.000,58482,2,AY,1,100,-0.022
1701221193.241360,2350497.000,58482,2,AY,1,100,-0.015
1701221193.281352,2350537.000,58498,3,AY,1,100,-0.017
1701221193.321344,2350577.000,58498,3,AY,1,100,-0.015
1701221193.361336,2350617.000,58498,3,AY,1,100,-0.020
1701221193.401328,2350657.000,58515,2,AY,1,100,-0.018
1701221193.441320,2350697.000,58515,2,AY,1,100,-0.022
1701221193.481312,2350737.000,58530,3,AY,1,100,-0.017
1701221193.521304,2350777.000,58530,3,AY,1,100,-0.016
1701221193.561296,2350817.000,58530,3,AY,1,100,-0.017
1701221193.600788,2350856.500,58547,2,AY,1,100,-0.011
1701221193.640280,2350896.000,58547,2,AY,1,100,-0.019
1701221193.676273,2350932.000,58563,3,AY,1,100,-0.020
1701221193.712266,2350968.000,58563,3,AY,1,100,-0.022
1701221193.748258,2351004.000,58563,3,AY,1,100,-0.017
1701221193.788250,2351044.000,58581,3,AY,1,100,-0.017
1701221193.828243,2351084.000,58581,3,AY,1,100,-0.017
1701221193.868234,2351124.000,58581,3,AY,1,100,-0.018
1701221193.908226,2351164.000,58596,2,AY,1,100,-0.017
1701221193.948219,2351204.000,58596,2,AY,1,100,-0.017
1701221193.988210,2351244.000,58612,3,AY,1,100,-0.014
1701221194.028203,2351284.000,58612,3,AY,1,100,-0.018
